ID_TRANSMISION,FECHA,NOMBRE_COMPLETO,IDIOMA,PATROCINADO,RANGO,MODOS_JUEGOS,GENEROS_JUEGOS,CATEGORIAS_JUEGOS,JUEGOS,TIEMPO_TRANSMISION,ESPECTADORES_PROMEDIO,TIEMPO_VISTA,VISTAS_GANADAS,SEGUIDORES
ID_TRANS_000458,2022-10-24,repazmois,German,Con Patrocinador,Experto,Multijugador en Línea,Acción,Battle Royale,Fortnite,113955,1121,140616090,2358774,409934
ID_TRANS_000456,2022-10-24,RaphaelLevy,English,Con Patrocinador,Aficionado,Multijugador en Línea,Cartas,Juegos de Cartas,Magic: The Gathering,53505,159,9291810,193467,9675
ID_TRANS_000455,2022-10-24,LCS,English,Con Patrocinador,Experto,Multijugador en Línea,Estrategia,MOBA,League of Legends,36630,48240,1852648845,34436876,1257562
ID_TRANS_000454,2022-10-24,tubasuki,English,Con Patrocinador,Novato,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Grand Theft Auto V,132345,92,13053495,222645,51297
ID_TRANS_000457,2022-10-24,WolfeyVGC,English,Con Patrocinador,Avanzado,"Un jugador, Multijugador en Línea",RPG,RPG,Pokémon Sword/Shield,23985,1034,27270240,563700,77785
ID_TRANS_000469,2022-10-25,재슥짱 (pikra10),Korean,Con Patrocinador,Avanzado,Multijugador en Línea,Estrategia,MOBA,League of Legends,127380,1231,163740765,3512359,84832
ID_TRANS_000468,2022-10-25,DanieltheDemon,English,Con Patrocinador,Avanzado,Transmisión en Vivo,Variado,Variado,Just Chatting,90870,102,9479250,217714,69521
ID_TRANS_000467,2022-10-25,NicolePeachyST,English,Con Patrocinador,Avanzado,Transmisión en Vivo,Variado,Variado,Just Chatting,82245,233,18993300,1574454,90558
ID_TRANS_000465,2022-10-25,ViolentDestruction,English,Con Patrocinador,Aficionado,Multijugador en Línea,RPG,MMORPG,FINAL FANTASY XIV Online,92835,125,12072060,243038,8706
ID_TRANS_000464,2022-10-25,Seapeekay,English,Con Patrocinador,Avanzado,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Minecraft,53145,164,10482135,330132,70643
ID_TRANS_000466,2022-10-25,SpeedrunsBrasil,Portuguese,Con Patrocinador,Novato,Variado,Variado,Variado,Unlisted on Twitch,35145,703,46575660,9302535,39977
ID_TRANS_000470,2022-10-26,blake,English,Con Patrocinador,Experto,Multijugador en Línea,Acción,Battle Royale,Fortnite,84150,472,45253755,2138331,158919
ID_TRANS_000471,2022-10-26,_여니_ (yeoni90),Korean,Con Patrocinador,Aficionado,Multijugador en Línea,RPG,MMORPG,LOST ARK,110520,193,21599730,928049,22393
ID_TRANS_000472,2022-10-26,MrAquaman,English,Con Patrocinador,Aficionado,Multijugador en Línea,Otros,Lucha,Mortal Kombat 11,50160,334,17488440,1354778,21741
ID_TRANS_000473,2022-10-26,Vause,French,Con Patrocinador,Avanzado,"Un jugador, Multijugador en Línea",Desconocido,Juegos de Azar,Slots,74295,188,14267700,399138,120081
ID_TRANS_000474,2022-10-26,Powie,German,Con Patrocinador,Novato,Transmisión en Vivo,Variado,Variado,Just Chatting,53550,492,28339275,4022369,44436
ID_TRANS_000475,2022-10-26,Lulypop_,Spanish,Con Patrocinador,Avanzado,Multijugador en Línea,Acción,Battle Royale,Fortnite,47730,195,9183990,920924,76760
ID_TRANS_000476,2022-10-26,Badger,English,Con Patrocinador,Novato,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Terraria,41235,262,11583420,339586,52086
ID_TRANS_000477,2022-10-26,한여름입니다 (hansummer_),Korean,Con Patrocinador,Novato,Multijugador en Línea,Acción,Battle Royale,PLAYERUNKNOWN,128745,90,11801715,414502,26024
ID_TRANS_000484,2022-10-27,Macaw45,English,Con Patrocinador,Aficionado,"Un jugador, Multijugador en Línea",Variado,Variado,Retro,96930,493,47994990,389676,14714
ID_TRANS_000483,2022-10-27,RiotGames_Korea,Korean,Con Patrocinador,Avanzado,Multijugador en Línea,Cartas,Juegos de Cartas,Legends of Runeterra,13425,3741,58717260,8176356,71497
ID_TRANS_000482,2022-10-27,Patalea,Spanish,Con Patrocinador,Novato,Multijugador en Línea,Acción,Battle Royale,Fortnite,66045,147,9628560,130817,41784
ID_TRANS_000479,2022-10-27,UnknownxArmy,English,Con Patrocinador,Experto,Multijugador en Línea,Acción,Battle Royale,Fortnite,102765,3886,393874440,13982129,983275
ID_TRANS_000480,2022-10-27,Nnoggie,English,Con Patrocinador,Novato,Multijugador en Línea,RPG,MMORPG,World of Warcraft,67395,473,31104660,1197058,54958
ID_TRANS_000478,2022-10-27,SmashFactorGaming,Spanish,Con Patrocinador,Aficionado,"Multijugador Local, en Línea",Otros,Lucha,Super Smash Bros. Ultimate,118395,155,19738605,4894677,15659
ID_TRANS_000481,2022-10-27,실프_ (silphtv),Korean,Con Patrocinador,Experto,Multijugador en Línea,Estrategia,MOBA,League of Legends,189600,1805,354836325,6747244,313367
ID_TRANS_000494,2022-10-28,IrmanPlay,English,Sin Patrocinador,Experto,Multijugador en Línea,Acción,Disparos/FPS,VALORANT,42345,2512,205837245,3317440,248512
ID_TRANS_000493,2022-10-28,FrankTheOfficial,Italian,Con Patrocinador,Aficionado,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Grand Theft Auto V,101400,204,21389280,643279,20834
ID_TRANS_000492,2022-10-28,CarritosKami,Spanish,Con Patrocinador,Experto,Multijugador en Línea,Estrategia,MOBA,League of Legends,105240,1635,156619035,6679665,166547
ID_TRANS_000491,2022-10-28,jessirocks,German,Con Patrocinador,Avanzado,"Un jugador, Multijugador en Línea",RPG,RPG,Diablo III,76155,958,87411390,11722826,64823
ID_TRANS_000490,2022-10-28,Tawna,Portuguese,Con Patrocinador,Experto,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Grand Theft Auto V,95910,281,29773230,1570844,187285
ID_TRANS_000488,2022-10-28,DroiidFr0xy,Spanish,Con Patrocinador,Aficionado,Multijugador en Línea,Acción,Battle Royale,Garena Free Fire,135675,66,10306170,2924244,23055
ID_TRANS_000487,2022-10-28,steel,Russian,Con Patrocinador,Avanzado,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Grand Theft Auto V,76320,971,76093680,2708270,108341
ID_TRANS_000486,2022-10-28,Swiftor,English,Con Patrocinador,Experto,Multijugador en Línea,Acción,Disparos/FPS,Call Of Duty: Modern Warfare,157935,719,109522065,8989809,1219655
ID_TRANS_000485,2022-10-28,TeamleSS,Russian,Con Patrocinador,Novato,Multijugador en Línea,Estrategia,MOBA,League of Legends,93945,520,51019710,2725633,48293
ID_TRANS_000489,2022-10-28,ELEAGUE TV (eleaguetv),English,Con Patrocinador,Experto,Multijugador en Línea,Deporte,Deportes,Rocket League,14460,5066,109019145,4095401,1663710
ID_TRANS_000501,2022-10-29,carlosxiri,Spanish,Con Patrocinador,Novato,Multijugador en Línea,Acción,Disparos/FPS,VALORANT,148815,171,31295955,5524717,41664
ID_TRANS_000503,2022-10-29,MissCoookiez,English,Con Patrocinador,Experto,Interactivo,Otros,Arte,Art,49905,233,11568330,576161,183709
ID_TRANS_000502,2022-10-29,Gamesager,English,Con Patrocinador,Avanzado,"Un jugador, Multijugador en Línea",Acción,Disparos/FPS,Destiny 2,77280,151,12451830,200224,80625
ID_TRANS_000500,2022-10-29,GoldfoxTV,German,Con Patrocinador,Aficionado,Transmisión en Vivo,Variado,Variado,Just Chatting,51945,222,9968820,2644295,11737
ID_TRANS_000495,2022-10-29,FrankTheOfficial,Italian,Con Patrocinador,Aficionado,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Grand Theft Auto V,101400,204,21389280,643279,20834
ID_TRANS_000498,2022-10-29,박나나_ (hm716),Korean,Con Patrocinador,Avanzado,Multijugador en Línea,Estrategia,MOBA,League of Legends,61890,300,18354930,554212,65666
ID_TRANS_000497,2022-10-29,Shadybunny,English,Con Patrocinador,Avanzado,Multijugador en Línea,Cartas,Juegos de Cartas,Hearthstone,133665,241,32318520,446624,63288
ID_TRANS_000496,2022-10-29,Arvius,English,Con Patrocinador,Novato,Un jugador,Estrategia,Estrategia en Tiempo Real (RTS),They Are Billions,146070,514,80642850,970132,46982
ID_TRANS_000499,2022-10-29,Yuggie_TV,English,Con Patrocinador,Avanzado,Transmisión en Vivo,Variado,Variado,Just Chatting,112800,1005,119027535,3040667,89300
ID_TRANS_000508,2022-10-30,JustNormal_98,Italian,Con Patrocinador,Aficionado,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Grand Theft Auto V,56610,145,9424035,331306,11952
ID_TRANS_000504,2022-10-30,JavifC,Spanish,Con Patrocinador,Aficionado,Multijugador en Línea,RPG,MMORPG,Black Desert Online,119835,94,12049830,289321,7980
ID_TRANS_000505,2022-10-30,FrancoEscamillaLIVE,Spanish,Con Patrocinador,Avanzado,Variado,Variado,Variado,Unlisted on Twitch,491145,176,87563910,7197433,105156
ID_TRANS_000506,2022-10-30,JSmoothHD,English,Con Patrocinador,Avanzado,Multijugador en Línea,Acción,Disparos/FPS,Call Of Duty: Modern Warfare,116715,176,23688090,555436,70156
ID_TRANS_000507,2022-10-30,vraunelasf,Portuguese,Con Patrocinador,Avanzado,Multijugador en Línea,Acción,Battle Royale,Garena Free Fire,37350,711,27920910,387768,125141
ID_TRANS_000509,2022-10-30,s11Ghoul,Russian,Con Patrocinador,Aficionado,Transmisión en Vivo,Variado,Variado,Just Chatting,53745,148,9106290,323178,12623
