FECHA,NOMBRE_COMPLETO,IDIOMA,RANGO,TIEMPO_TRANSMISION,ESPECTADORES_PROMEDIO,TIEMPO_VISTA,VISTAS_GANADAS,SEGUIDORES,CATEGORIA_1
2022-10-04,Calebhart42,English,Experto,126750,1874,255392265,2542228,179098,Final Fantasy VII
2022-10-05,Kaytlien,German,Experto,102630,293,29884905,982276,188408,
2022-10-05,ffaka,Spanish,Avanzado,27225,1648,46727310,1698067,100826,League of Legends
2022-10-05,Arcadum,English,Experto,142065,1593,240160680,3522778,154454,Dungeons & Dragons
2022-10-05,Znorux,Spanish,Avanzado,15465,719,13364415,711841,102673,Counter-Strike: Global Offensive
2022-10-05,Abracadabra,English,Novato,34140,1011,57387525,12056559,26146,Music
2022-10-06,YanekShow,Russian,Aficionado,64650,169,12151395,628023,8303,The Elder Scrolls Online
2022-10-06,PizzaHS,English,Novato,152880,294,47613345,675959,35017,Hearthstone
2022-10-06,Dirtybird,English,Novato,29520,1294,26230890,4922683,27401,Music
2022-10-06,ViTuberYT,Spanish,Avanzado,23550,523,13262715,368060,119052,NBA 2K20
2022-10-06,GaRgoNiT,Russian,Aficionado,69270,198,14981535,710025,20464,Dota 2
2022-10-06,Prefoxfox,English,Aficionado,133080,255,38614050,892067,16491,World of Warcraft
2022-10-06,Peek_LATAM,Spanish,Avanzado,118560,254,28367475,1417031,90040,Counter-Strike: Global Offensive
2022-10-07,TheFabo,German,Avanzado,103065,264,28762380,906298,111357,Minecraft
2022-10-07,KyleBosman,English,Aficionado,25470,449,11440515,145658,11571,Final Fantasy IX
2022-10-07,wolvesatmydoor,English,Novato,85800,135,11798955,200572,45645,The Binding of Isaac: Afterbirth
2022-10-07,100attacktv,Portuguese,Experto,136425,840,107061105,20005520,175107,Garena Free Fire
2022-10-07,inpzera,Portuguese,Novato,72615,211,16692615,422943,29957,Grand Theft Auto V
2022-10-07,Senz,English,Novato,99645,79,10149675,140697,29266,Tom Clancy
2022-10-08,bmg_lefti,German,Aficionado,78765,201,16050555,250387,22251,FIFA 20
2022-10-08,RTGameCrowd,English,Experto,42045,4474,191679270,4486249,901974,Minecraft
2022-10-08,RealKraftyy,English,Experto,82365,1145,98375850,3498866,709811,Destiny 2
2022-10-08,bautiagnone,Spanish,Avanzado,30975,621,18575385,435640,142272,Just Chatting
2022-10-08,TheOnlyRyann,English,Aficionado,107610,177,19363215,940712,20708,Final Fantasy VII Remake
2022-10-08,Atlas,English,Novato,69195,129,9468300,160674,33691,Minecraft
2022-10-08,velox,Italian,Experto,96990,1555,170726910,2393936,278527,Call Of Duty: Modern Warfare
2022-10-08,indian0ch,Russian,Novato,40530,428,12405645,885878,53491,Grand Theft Auto V
2022-10-09,itmeJP,English,Experto,138705,2015,286504665,8380306,369224,Just Chatting
2022-10-09,chrismelberger,English,Avanzado,109770,302,34306905,724750,70272,Fortnite
2022-10-09,이클리피아 (eclipia),Korean,Novato,101295,396,41581890,1551575,27540,Dark Souls III
2022-10-09,Rallied,English,Avanzado,114630,381,47507100,562284,134923,Call of Duty: Black Ops 4
2022-10-09,Luxthos,English,Novato,157035,498,77789130,2722597,42717,World of Warcraft
2022-10-09,DegenTP,English,Novato,148125,90,13772340,173560,41391,War of the Visions: Final Fantasy Brave Exvius
2022-10-09,EdgarAlanBroLIVE,English,Novato,95700,617,62464020,972022,46739,Dead by Daylight
2022-10-09,DailyDasher,English,Aficionado,99105,216,21696780,385198,12203,Just Chatting
2022-10-09,highrollersdnd,English,Novato,17865,725,12516270,246323,31429,Dungeons & Dragons
2022-10-09,FifaTeca66,Portuguese,Novato,103470,154,17047590,311793,40811,FIFA 20
2022-10-09,deviiiiiiiiii,English,Novato,41370,196,9173295,194537,35236,Apex Legends
2022-10-10,headlinermusicclub,English,Aficionado,4650,2661,24308280,6112751,13663,Music
2022-10-10,Mosballin,English,Novato,43110,184,9133905,122662,31013,NBA 2K20
2022-10-10,Dcarter,English,Novato,93255,156,18283950,2253341,42975,World of Warcraft
2022-10-10,SmiteGame,English,Experto,358965,2235,824865915,11762152,549218,SMITE
2022-10-10,ESL_CSGO_FR,French,Experto,70455,2448,156837975,4981756,199617,Counter-Strike: Global Offensive
2022-10-10,DletGamer,Portuguese,Avanzado,17805,1166,18691335,403728,107471,Minecraft
2022-10-10,NoxiousLive,English,Experto,49005,903,44440755,840632,192656,Magic: The Gathering
2022-10-10,hashinshin,English,Experto,154275,2476,410463735,9056504,570621,League of Legends
2022-10-11,hastad,Portuguese,Experto,119235,2126,263217750,8192763,909903,VALORANT
2022-10-11,skinnedteen,English,Novato,104340,305,33094620,1194469,53341,Sea of Thieves
2022-10-11,Iti63,French,Aficionado,215100,76,17061315,215235,7397,Art
2022-10-11,VitaPvPey,French,Avanzado,79155,334,27435255,501764,81005,Fortnite
2022-10-11,PrivatePinguin,German,Aficionado,105030,436,50488515,4161804,20531,World of Warships
2022-10-12,김나성 (naseongkim),Korean,Avanzado,227160,1768,406441560,9771026,108483,Just Chatting
2022-10-12,Tocata,Spanish,Experto,84780,708,63192225,1650978,297497,Fortnite
2022-10-12,realBamBam,English,Aficionado,74535,281,21368895,283880,24311,League of Legends
2022-10-12,KayPikeFashion,English,Experto,23340,477,12563760,1482575,163202,Just Chatting
2022-10-12,나초__ (nannanacho),Korean,Aficionado,110940,374,41496705,725447,21368,MapleStory
2022-10-12,gymnast86,English,Novato,54540,438,24121440,326317,52437,The Legend of Zelda: Twilight Princess HD
2022-10-12,Plag1atiwe,Russian,Novato,36975,215,9333150,320542,34015,Hearthstone
2022-10-12,simonhoneydew,English,Novato,37095,739,28348500,412543,46381,Animal Crossing: New Horizons
2022-10-12,followKudes,Russian,Experto,113520,801,95829285,4029112,259657,Dota 2
2022-10-13,KVYZEE,Russian,Avanzado,157620,861,147121485,6375984,123783,Dota 2
2022-10-13,CaspeRRRTV,Russian,Novato,54945,344,19573545,755941,42179,Dota 2
2022-10-13,Rekkles,English,Experto,4770,9678,49441890,1776945,657073,League of Legends
2022-10-13,WolfMachina,English,Aficionado,121905,89,11340510,303431,11518,Minecraft
2022-10-13,EasilyyR6,English,Novato,59955,288,19522140,425993,56117,Tom Clancy
2022-10-13,GoodGuyGarry,English,Experto,24825,490,13357650,223735,254910,League of Legends
2022-10-13,nukkular_reaction,English,Aficionado,92880,87,8894070,125596,3709,The Legend of Zelda: Ocarina of Time
2022-10-13,BigfloEtOliLive,French,Avanzado,3540,3575,12709050,1036930,132108,Just Chatting
2022-10-13,Naded,English,Avanzado,96510,346,39012720,1729528,105783,Halo: The Master Chief Collection
2022-10-13,STYLERZ,German,Novato,58635,282,18158025,256713,28270,Call Of Duty: Modern Warfare
2022-10-13,마린22 (marin000),Korean,Avanzado,58425,613,38430150,1444405,90875,League of Legends
2022-10-13,BlueandQueenie,English,Novato,107175,154,17092875,1942081,56708,Minecraft
2022-10-14,VALECHOBERK,German,Novato,120195,810,102956850,4632883,41253,Grand Theft Auto V
2022-10-14,ForgottenProject,English,Novato,52860,250,14696760,429819,41216,League of Legends
2022-10-14,Terracid,French,Experto,28380,2793,83474790,2406709,513436,Minecraft
2022-10-14,Carola,Spanish,Novato,43680,620,27935115,849631,43072,Grand Theft Auto V
2022-10-14,KuruHS,English,Avanzado,132495,549,74353770,1982762,113468,Need for Speed: Heat
2022-10-15,ZetoxXD,English,Aficionado,99690,125,15581205,365111,8665,World of Warcraft
2022-10-15,HitMediaRU,Russian,Novato,62205,331,21980685,1996721,40033,Counter-Strike: Global Offensive
2022-10-15,JaSantaolalla,Spanish,Avanzado,10245,862,11605920,503570,95719,Science & Technology
2022-10-15,Movistar_Riders,Spanish,Novato,50295,140,10109805,677669,43531,League of Legends
2022-10-15,Klean,English,Experto,176775,2961,580528710,8440360,286495,Escape From Tarkov
2022-10-15,Alchemy,English,Aficionado,71040,222,16238805,300022,18519,Just Chatting
2022-10-16,Friskk,English,Novato,83265,154,12758595,961164,34429,Dead by Daylight
2022-10-16,RainyCreates,Portuguese,Avanzado,38100,227,10589100,365067,82979,Fortnite
2022-10-16,AIMLUL,Russian,Novato,118440,944,117139350,2415247,56163,Escape From Tarkov
2022-10-16,GustavoZenhei,Portuguese,Aficionado,149520,57,8846820,134644,6200,League of Legends
2022-10-16,TwitchGaming,English,Experto,6810,14202,103806315,22651541,223093,Summer Game Fest
2022-10-16,zanuda,Russian,Experto,45645,873,41163975,3545249,157400,Just Chatting
2022-10-16,ubah,Russian,Avanzado,15870,1138,19526145,1021968,111989,PLAYERUNKNOWN
2022-10-16,Coestar,English,Avanzado,98445,212,21259590,302140,64370,Minecraft
2022-10-16,GuhRL,English,Novato,155475,175,27761550,826162,49580,Apex Legends
2022-10-16,Sanchovies,English,Experto,147855,1567,237937860,4984070,180939,League of Legends
2022-10-17,nookyyy,German,Experto,153930,657,135384690,2440628,206518,VALORANT
2022-10-17,Suto,English,Avanzado,107820,411,45089115,544494,141411,Just Chatting
2022-10-17,s0upes,English,Aficionado,78975,217,19951275,208630,13116,Grand Theft Auto V
2022-10-17,DnellTv,English,Avanzado,73590,640,52156395,551955,91988,NBA 2K20
2022-10-17,샤를캣 (tifmf24),Korean,Novato,64200,285,17955315,914262,51142,Just Chatting
2022-10-17,YAR_ki,Russian,Novato,167910,469,83436255,5036046,26859,Heroes of Might and Magic III: The Shadow of Death
2022-10-17,ketrik_,English,Aficionado,14175,824,14713500,1409010,5238,Unlisted on Twitch
2022-10-17,SdeSergi0,Spanish,Experto,18465,3973,73556235,2647117,343828,Grand Theft Auto V
2022-10-17,LCK,English,Experto,36885,38446,1417760370,30585704,979389,League of Legends
2022-10-17,Lege,French,Novato,112860,508,58380135,1896638,50107,Sid Meier
2022-10-18,KRASHED,English,Aficionado,118560,111,15658245,246396,19530,Escape From Tarkov
2022-10-18,Bladecito,Spanish,Avanzado,103725,360,39855060,4436541,107831,Grand Theft Auto V
2022-10-18,Welyn,English,Experto,45690,1526,70060470,2080419,507819,Escape From Tarkov
2022-10-18,Brawlhalla,English,Experto,31095,6156,330910035,4547332,697847,Brawlhalla
2022-10-18,ScokSC2,French,Avanzado,123915,188,23615295,1951134,66543,League of Legends
2022-10-18,JulietteArz,French,Experto,85110,1079,112946400,3174971,213753,Grand Theft Auto V
2022-10-19,KalathrasLolweapon,Spanish,Avanzado,76485,1213,94255110,4831506,116424,Just Chatting
2022-10-19,Minaegi_TV,Korean,Aficionado,165660,239,46195305,1082717,7003,World of Warcraft
2022-10-19,BersGamer,Spanish,Experto,33210,266,8922540,328302,168985,Dead by Daylight
2022-10-19,TexasWildLife,English,Aficionado,463470,39,18638085,75652,8540,Travel & Outdoors
2022-10-19,JASONR,English,Experto,192450,974,193223445,5947015,774310,VALORANT
2022-10-19,Amaz,English,Experto,80280,2568,207573810,3739021,908885,Hearthstone
2022-10-19,Artosis,English,Avanzado,63210,967,63825360,1038916,100000,StarCraft
2022-10-19,Nico,English,Avanzado,114765,132,15522030,382842,80901,Animal Crossing: New Horizons
2022-10-19,TheDevilDogGamer,English,Experto,76860,763,122155155,851138,230892,Escape From Tarkov
2022-10-19,D3stri,Spanish,Experto,85425,893,77847315,2623687,374040,Fortnite
2022-10-19,Jankos,English,Experto,41385,6213,266091525,8950818,592558,League of Legends
2022-10-20,keiozin,Portuguese,Experto,64515,1851,123143400,4289423,236991,League of Legends
2022-10-20,Shurjoka,German,Avanzado,118770,576,72026640,4421544,99198,Just Chatting
2022-10-20,ImMadness,English,Novato,118605,203,27396285,723887,53944,Apex Legends
2022-10-20,shroud,English,Experto,29385,33016,938602095,31271621,8341579,DayZ
2022-10-20,Naghz,English,Novato,125835,158,22747560,327085,30983,Apex Legends
2022-10-20,가재맨입니다 (subsub1006),Korean,Novato,40110,416,16808670,395948,28727,League of Legends
2022-10-20,pokanoname,Russian,Avanzado,66420,555,36559620,2995782,99519,Counter-Strike: Global Offensive
2022-10-20,Quill18,English,Experto,31815,1051,35792475,896252,194711,Hearts of Iron IV
2022-10-20,akaStinger,Russian,Aficionado,132105,344,45059505,1490420,21260,Heroes of Might and Magic III: The Shadow of Death
2022-10-20,arcticlaser,English,Avanzado,51240,154,17266770,210380,133193,Fortnite
2022-10-21,Agony,English,Experto,52815,631,32668125,495766,426564,Call Of Duty: Modern Warfare
2022-10-21,kev1nTV,German,Experto,126210,775,98739600,2536242,226121,League of Legends
2022-10-21,TSM_TheOddOne,English,Experto,189480,906,181042440,5761634,859433,Warcraft III
2022-10-21,ThePowerOfEvil,English,Avanzado,19770,536,11660145,288635,98093,League of Legends
2022-10-21,Andy_Oasis,Spanish,Novato,52125,525,27804015,393636,44570,FIFA 20
2022-10-21,PaymoneyWubby,English,Experto,31785,5945,189845115,2940864,332406,Just Chatting
2022-10-21,ster,English,Experto,45000,788,37562805,617745,307359,Paladins
2022-10-21,JoeNeverFails,English,Novato,87420,249,22439370,609450,51566,Black Desert Online
2022-10-21,Zulp,English,Aficionado,76590,239,18910020,609902,17252,World of Warcraft
2022-10-21,Tonton,French,Experto,134010,1477,201158370,6070816,169971,Just Chatting
2022-10-22,SolaryEvent,French,Avanzado,38490,463,17859525,507051,65991,Super Smash Bros. Ultimate
2022-10-22,uccstudio,Russian,Avanzado,45225,971,30724005,2364492,82444,Dota 2
2022-10-22,baky_baky,English,Aficionado,20115,581,11841075,4500021,4592,Minecraft
2022-10-22,이니_게임방송 (inelism),Korean,Aficionado,158910,59,9364215,136943,1726,Warcraft III
2022-10-22,DroiidFr0xy,Spanish,Aficionado,135675,66,10306170,2924244,23055,Garena Free Fire
2022-10-22,crrr,English,Experto,6150,1996,11441265,574118,172846,Fortnite
2022-10-22,에렌디라 (erenjjing),Korean,Experto,84240,999,84356235,3550325,294862,Just Chatting
2022-10-22,Rubius,Spanish,Experto,63285,49771,3278317200,74460362,6579492,Minecraft
2022-10-23,YoDa,Portuguese,Experto,144000,12984,1819771545,41453195,1862396,League of Legends
2022-10-23,leveluplive,English,Experto,82020,290,25197810,1293069,191148,Resident Evil: Resistance
2022-10-23,콩비니_ (waterhyacinth_),Korean,Novato,29565,813,22249065,426708,26623,Escape From Tarkov
2022-10-23,TigressX,English,Novato,50970,482,27704130,124971,41651,Call Of Duty: Modern Warfare
2022-10-23,DadoschYT,German,Aficionado,48840,212,10338510,239871,11686,Slots
2022-10-23,LoGiiYT,Spanish,Avanzado,78990,221,18024375,775140,102365,League of Legends
2022-10-23,earliboy,German,Experto,111375,643,80462430,2219702,201779,Grand Theft Auto V
2022-10-23,sawggofficial,Portuguese,Aficionado,6615,1315,9618255,418748,18455,Counter-Strike: Global Offensive
2022-10-23,JugandorCriticonOficial,Spanish,Novato,40170,469,20742825,584546,29106,Just Chatting
2022-10-23,Slushpuppy,English,Avanzado,153900,1612,318435735,5399523,124792,Escape From Tarkov
2022-10-24,RaevenCCA,Spanish,Novato,105600,148,16246350,641040,41019,World of Warcraft
2022-10-24,BehindTheRhyme,English,Aficionado,13605,2277,24022200,7353508,24713,Music
2022-10-24,Cookiemanman,English,Aficionado,73875,121,10210755,244988,15167,League of Legends
2022-10-24,Fareeha,English,Avanzado,117930,410,51169200,1257793,111919,Overwatch
2022-10-24,Neytiri,English,Avanzado,56310,315,20261640,666681,68228,Just Chatting
2022-10-24,repazmois,German,Experto,113955,1121,140616090,2358774,409934,Fortnite
2022-10-24,RaphaelLevy,English,Aficionado,53505,159,9291810,193467,9675,Magic: The Gathering
2022-10-24,LCS,English,Experto,36630,48240,1852648845,34436876,1257562,League of Legends
2022-10-24,tubasuki,English,Novato,132345,92,13053495,222645,51297,Grand Theft Auto V
2022-10-24,WolfeyVGC,English,Avanzado,23985,1034,27270240,563700,77785,Pokémon Sword/Shield
2022-10-25,재슥짱 (pikra10),Korean,Avanzado,127380,1231,163740765,3512359,84832,League of Legends
2022-10-25,DanieltheDemon,English,Avanzado,90870,102,9479250,217714,69521,Just Chatting
2022-10-25,NicolePeachyST,English,Avanzado,82245,233,18993300,1574454,90558,Just Chatting
2022-10-25,ViolentDestruction,English,Aficionado,92835,125,12072060,243038,8706,FINAL FANTASY XIV Online
2022-10-25,Seapeekay,English,Avanzado,53145,164,10482135,330132,70643,Minecraft
2022-10-25,SpeedrunsBrasil,Portuguese,Novato,35145,703,46575660,9302535,39977,Unlisted on Twitch
2022-10-26,blake,English,Experto,84150,472,45253755,2138331,158919,Fortnite
2022-10-26,_여니_ (yeoni90),Korean,Aficionado,110520,193,21599730,928049,22393,LOST ARK
2022-10-26,MrAquaman,English,Aficionado,50160,334,17488440,1354778,21741,Mortal Kombat 11
2022-10-26,Vause,French,Avanzado,74295,188,14267700,399138,120081,Slots
2022-10-26,Powie,German,Novato,53550,492,28339275,4022369,44436,Just Chatting
2022-10-26,Lulypop_,Spanish,Avanzado,47730,195,9183990,920924,76760,Fortnite
2022-10-26,Badger,English,Novato,41235,262,11583420,339586,52086,Terraria
2022-10-26,한여름입니다 (hansummer_),Korean,Novato,128745,90,11801715,414502,26024,PLAYERUNKNOWN
2022-10-27,Macaw45,English,Aficionado,96930,493,47994990,389676,14714,Retro
2022-10-27,RiotGames_Korea,Korean,Avanzado,13425,3741,58717260,8176356,71497,Legends of Runeterra
2022-10-27,Patalea,Spanish,Novato,66045,147,9628560,130817,41784,Fortnite
2022-10-27,UnknownxArmy,English,Experto,102765,3886,393874440,13982129,983275,Fortnite
2022-10-27,Nnoggie,English,Novato,67395,473,31104660,1197058,54958,World of Warcraft
2022-10-27,SmashFactorGaming,Spanish,Aficionado,118395,155,19738605,4894677,15659,Super Smash Bros. Ultimate
2022-10-27,실프_ (silphtv),Korean,Experto,189600,1805,354836325,6747244,313367,League of Legends
2022-10-28,IrmanPlay,English,Experto,42345,2512,205837245,3317440,248512,VALORANT
2022-10-28,FrankTheOfficial,Italian,Aficionado,101400,204,21389280,643279,20834,Grand Theft Auto V
2022-10-28,CarritosKami,Spanish,Experto,105240,1635,156619035,6679665,166547,League of Legends
2022-10-28,jessirocks,German,Avanzado,76155,958,87411390,11722826,64823,Diablo III
2022-10-28,Tawna,Portuguese,Experto,95910,281,29773230,1570844,187285,Grand Theft Auto V
2022-10-28,DroiidFr0xy,Spanish,Aficionado,135675,66,10306170,2924244,23055,Garena Free Fire
2022-10-28,steel,Russian,Avanzado,76320,971,76093680,2708270,108341,Grand Theft Auto V
2022-10-28,Swiftor,English,Experto,157935,719,109522065,8989809,1219655,Call Of Duty: Modern Warfare
2022-10-28,TeamleSS,Russian,Novato,93945,520,51019710,2725633,48293,League of Legends
2022-10-28,ELEAGUE TV (eleaguetv),English,Experto,14460,5066,109019145,4095401,1663710,Rocket League
2022-10-29,carlosxiri,Spanish,Novato,148815,171,31295955,5524717,41664,VALORANT
2022-10-29,MissCoookiez,English,Experto,49905,233,11568330,576161,183709,Art
2022-10-29,Gamesager,English,Avanzado,77280,151,12451830,200224,80625,Destiny 2
2022-10-29,GoldfoxTV,German,Aficionado,51945,222,9968820,2644295,11737,Just Chatting
2022-10-29,FrankTheOfficial,Italian,Aficionado,101400,204,21389280,643279,20834,Grand Theft Auto V
2022-10-29,박나나_ (hm716),Korean,Avanzado,61890,300,18354930,554212,65666,League of Legends
2022-10-29,Shadybunny,English,Avanzado,133665,241,32318520,446624,63288,Hearthstone
2022-10-29,Arvius,English,Novato,146070,514,80642850,970132,46982,They Are Billions
2022-10-29,Yuggie_TV,English,Avanzado,112800,1005,119027535,3040667,89300,Just Chatting
2022-10-30,JustNormal_98,Italian,Aficionado,56610,145,9424035,331306,11952,Grand Theft Auto V
2022-10-30,JavifC,Spanish,Aficionado,119835,94,12049830,289321,7980,Black Desert Online
2022-10-30,FrancoEscamillaLIVE,Spanish,Avanzado,491145,176,87563910,7197433,105156,Unlisted on Twitch
2022-10-30,JSmoothHD,English,Avanzado,116715,176,23688090,555436,70156,Call Of Duty: Modern Warfare
2022-10-30,vraunelasf,Portuguese,Avanzado,37350,711,27920910,387768,125141,Garena Free Fire
2022-10-30,s11Ghoul,Russian,Aficionado,53745,148,9106290,323178,12623,Just Chatting
