FECHA,NOMBRE_COMPLETO,IDIOMA,RANGO,TIEMPO_TRANSMISION,ESPECTADORES_PROMEDIO,TIEMPO_VISTA,VISTAS_GANADAS,SEGUIDORES,CATEGORIA_1
2022-10-10,Emero,German,Novato,60105,164,9976425,399075,46628,League of Legends
2022-10-10,후즈 (queenhuz),Korean,Avanzado,82500,372,32128200,1369255,84649,Just Chatting
2022-10-10,dafran,English,Experto,81870,4506,371371440,7185795,600931,Overwatch
2022-10-10,Teddy_RecKs,English,Avanzado,134775,213,30125355,483209,97896,Call Of Duty: Modern Warfare
2022-10-10,한국프로야구5 (kbo5),Korean,Novato,18705,2461,46973220,2457585,33949,Korean Baseball League
2022-10-10,mxmfps,Portuguese,Aficionado,215835,74,15932685,846218,10700,VALORANT
2022-10-10,ninasc2,English,Novato,109740,185,21192900,534561,36124,StarCraft II
2022-10-10,jamclub,Russian,Avanzado,92430,850,71855385,4163448,100535,Just Chatting
2022-10-10,Faith,English,Experto,24045,459,10757430,753623,157243,Just Chatting
2022-10-10,V0oid,English,Aficionado,100155,141,14296710,223591,15746,Donkey Kong Country 2: Diddy
2022-10-10,ElvisaYomastercard,Spanish,Novato,39885,258,10057995,390756,53526,Minecraft
2022-10-11,Lord_Kebun,English,Experto,150630,11794,1838165655,18751266,446516,Grand Theft Auto V
2022-10-11,HugoDecrypte,French,Avanzado,10440,1961,23154330,1639002,97224,Just Chatting
2022-10-11,Garryschool,French,Experto,21150,956,20828760,396075,262280,Garry
2022-10-11,F1NN5TER,English,Avanzado,14610,1509,19642590,681085,126417,Just Chatting
2022-10-11,JimmyJoker,Italian,Aficionado,119505,78,9356265,165058,20156,Dead by Daylight
2022-10-11,Serg_HeavyBeard,Russian,Novato,108045,130,14221125,333083,51033,Hearthstone
2022-10-12,Poko,French,Avanzado,41055,1027,43856850,1009938,112742,Overwatch
2022-10-12,red_machine777,Russian,Aficionado,3330,2752,10664085,1272659,18428,Dota 2
2022-10-12,hexy,English,Experto,87330,2265,195061485,3202231,349514,Dead by Daylight
2022-10-12,Laski,English,Avanzado,136755,549,73454565,2040619,145565,VALORANT
2022-10-12,DingDongVG,English,Avanzado,25080,492,11502675,189749,71577,Just Chatting
2022-10-12,AfterOfficeTTV,Spanish,Aficionado,82365,199,17915040,280230,5169,Magic: The Gathering
2022-10-12,Sev7n,Portuguese,Experto,269400,761,218484720,9248525,485235,Fall Guys: Ultimate Knockout
2022-10-13,dududuelista,Portuguese,Novato,151560,204,29712435,1079519,54386,League of Legends
2022-10-13,esl_99damage,German,Avanzado,60810,1129,71622930,2246512,141671,Counter-Strike: Global Offensive
2022-10-13,Nathanias,English,Avanzado,84915,138,11804730,309177,77275,StarCraft II
2022-10-13,Zanananan,English,Aficionado,28155,326,10301055,193670,9362,Hearthstone
2022-10-13,PITTY,Portuguese,Novato,7275,1900,14798145,2951562,57438,Music
2022-10-13,Jiozi,Italian,Avanzado,109980,245,29513700,2208685,76073,Fortnite
2022-10-13,dota2mc_ru3,Russian,Novato,11955,4476,56643525,4196970,57943,Dota 2
2022-10-13,Makilandia,Portuguese,Aficionado,108630,100,12244590,188120,18337,League of Legends
2022-10-13,BigSpinCR,German,Experto,95385,1816,177986235,3664851,194725,Clash Royale
2022-10-14,Punz,English,Experto,44100,815,55297650,1023764,178639,Minecraft
2022-10-14,hurma,Russian,Avanzado,47700,708,41535270,3845765,143173,Fortnite
2022-10-14,NeZaK_,Italian,Experto,142305,1546,232045005,3445962,279714,Fortnite
2022-10-14,ChannelFireball,English,Avanzado,66855,925,55391325,1150266,69514,Magic: The Gathering
2022-10-14,Khanada_,English,Experto,50490,2332,121382400,5784962,438015,Fortnite
2022-10-14,Alinity,English,Experto,89715,2464,219872505,13593542,1274265,Just Chatting
2022-10-14,LookinPlay,Russian,Novato,54015,277,15611625,1282951,56625,Animal Crossing: New Horizons
2022-10-14,FatherSonGaming,English,Experto,45555,605,32348670,340009,258403,Call Of Duty: Modern Warfare
2022-10-15,ESPN1000Chicago,English,Aficionado,85185,102,10720050,123974,5575,Talk Shows & Podcasts
2022-10-15,serega_pirat,Russian,Avanzado,45660,886,41359140,2161147,74684,Dota 2
2022-10-15,xc3jo,Spanish,Experto,82065,545,51341745,1442468,218887,Fortnite
2022-10-15,bebe872,English,Avanzado,224655,968,201341790,2258433,73011,Teamfight Tactics
2022-10-15,sigul_universe,Russian,Aficionado,54210,191,12402810,1444450,5945,Dota 2
2022-10-15,DonaSpock,German,Avanzado,39270,310,12779760,1663232,92586,Counter-Strike: Global Offensive
2022-10-15,H2211Games,English,Aficionado,60810,133,9250215,122694,5770,Teamfight Tactics
2022-10-15,imfrosk,English,Novato,9615,1134,10457910,324428,37915,League of Legends
2022-10-15,Subroza,English,Avanzado,28875,1157,33124845,1265986,117400,VALORANT
2022-10-15,gunschilli,English,Novato,44580,212,10213365,218199,37059,Old School RuneScape
2022-10-15,Rogerbrown,English,Avanzado,56370,517,30928560,1094201,87185,World of Warcraft
2022-10-16,SackziTV,French,Experto,104895,1113,120268170,1817552,270010,Call Of Duty: Modern Warfare
2022-10-16,Foch0,Spanish,Novato,90180,320,30397545,970847,41109,League of Legends
2022-10-16,Ampeterby7,Spanish,Experto,27480,9301,254852265,6513197,1194476,Fortnite
2022-10-16,100attacktv,Portuguese,Experto,136425,840,107061105,20005520,175107,Garena Free Fire
2022-10-16,Jelly_Bree,English,Avanzado,98640,89,8845185,449134,81748,Just Chatting
2022-10-16,이찌노 (leejinho4028),Korean,Aficionado,95925,194,18586545,453354,5845,Black Desert Online
2022-10-16,RetroGamingLiveTV,English,Novato,175170,125,25316550,240916,39784,Retro
2022-10-16,Elajjaz,English,Experto,148785,5185,782636835,14184358,351192,Dark Souls III
2022-10-16,x5_PiG,English,Avanzado,91845,542,51654375,1090939,76510,StarCraft II
2022-10-16,MFAMGauntlet,English,Aficionado,2535,11015,25669020,2081552,23541,Call Of Duty: Modern Warfare
2022-10-17,loustreams,English,Novato,80625,320,31462650,673158,40355,Apex Legends
2022-10-17,pathofexilebota,Russian,Novato,114765,687,84780885,2476706,34894,Path of Exile
2022-10-17,Alem4oR6,Portuguese,Novato,47280,317,15782385,550226,56240,Tom Clancy
2022-10-17,LookinPlay,Russian,Novato,54015,277,15611625,1282951,56625,Animal Crossing: New Horizons
2022-10-17,PrivatePinguin,German,Aficionado,105030,436,50488515,4161804,20531,World of Warships
2022-10-17,marshallgreed,Russian,Aficionado,50700,158,9166245,43476,4491,Just Chatting
2022-10-17,Gwizmayne,English,Aficionado,160980,143,23428410,88311,10821,Call of Duty: Black Ops 4
2022-10-18,LuisOrmenoa27,Spanish,Avanzado,166110,274,53302830,4902662,80815,Garena Free Fire
2022-10-18,PimpCSGO,English,Experto,58815,1570,94510725,6744477,277403,Counter-Strike: Global Offensive
2022-10-18,ortoPilot,English,Novato,36915,390,15029640,778345,42869,Music
2022-10-18,즐디 (zledihs),Korean,Novato,109935,103,11309235,198179,28035,Hearthstone
2022-10-18,Shantao,German,Novato,100605,120,12315000,211226,50510,Teamfight Tactics
2022-10-18,학력평가 (gkrfurvudrk),Korean,Aficionado,97890,174,17184900,395957,6580,Heroes of the Storm
2022-10-18,Captain_Falcore,English,Avanzado,39285,610,25781070,457100,60709,Sea of Thieves
2022-10-18,DadoschYT,German,Aficionado,48840,212,10338510,239871,11686,Slots
2022-10-18,Jameskii,English,Experto,49695,479,24402270,825384,293923,Just Chatting
2022-10-18,unVett,Portuguese,Novato,60165,164,10576440,287153,37910,VALORANT
2022-10-18,Matififa_90,Spanish,Aficionado,57075,292,18289935,271456,23932,FIFA 20
2022-10-19,MANTARRAYA,Spanish,Novato,122535,278,38181555,1274378,55777,League of Legends
2022-10-19,Lukwer,Spanish,Novato,126135,151,18685155,609401,56290,League of Legends
2022-10-19,aminematue,French,Avanzado,40290,3623,148613805,2630093,133294,Grand Theft Auto V
2022-10-19,Jay3,English,Experto,170910,1370,241894365,3962830,217347,Overwatch
2022-10-19,NiceNicca,English,Novato,35220,218,18453540,208973,48801,VALORANT
2022-10-19,keny500,Spanish,Aficionado,80220,232,20010195,2602191,15039,iRacing
2022-10-20,Synq,English,Novato,86280,356,32142495,554802,36311,Old School RuneScape
2022-10-20,Nathanias,English,Avanzado,84915,138,11804730,309177,77275,StarCraft II
2022-10-20,Crownsh0t,English,Novato,11040,922,10731585,372440,41373,League of Legends
2022-10-20,NS_4RT,Portuguese,Novato,142035,352,54601665,1264771,26077,Dota 2
2022-10-20,MLDEG,French,Novato,78360,474,37902510,685955,54518,Minecraft
2022-10-20,alienato90,Italian,Aficionado,113430,76,9306405,258857,11649,Escape From Tarkov
2022-10-20,Froggen,English,Experto,32415,2915,98928390,2565987,764941,League of Legends
2022-10-20,TeeGrizzley,English,Avanzado,48645,408,21498510,324609,121913,Call Of Duty: Modern Warfare
2022-10-20,DrDisrespect,English,Experto,59415,25075,1575638895,35821742,4450718,Call Of Duty: Modern Warfare
2022-10-21,Medved_ede,Russian,Aficionado,112575,343,39907965,2729064,22399,League of Legends
2022-10-21,1stscrimer,Russian,Novato,57420,86,12003945,241243,26155,VALORANT
2022-10-21,IMHansNiemann,English,Novato,55545,592,38415180,1719192,56511,Chess
2022-10-21,Jaee,English,Avanzado,86850,259,22399140,369190,89007,Dead by Daylight
2022-10-21,StereOnline,Portuguese,Experto,433350,825,364316700,4951338,333497,Just Chatting
2022-10-21,TdUpGolf,English,Aficionado,555,29833,17672865,8644664,1347,Fitness & Health
2022-10-21,its_WiKeD,English,Novato,125970,173,22668570,416739,33497,Apex Legends
2022-10-21,Woodszin,Portuguese,Avanzado,22965,389,10367460,441284,138597,Just Chatting
2022-10-21,tinowns,Portuguese,Avanzado,4905,3960,18568530,624987,123483,League of Legends
2022-10-21,YuraNpt,Portuguese,Aficionado,31020,342,10274760,198457,12885,FIFA 20
2022-10-21,Charming_Jo,Korean,Experto,87210,605,48722610,2247038,301905,Music
2022-10-22,Mobuckets,English,Avanzado,99075,473,48198480,401965,76180,NBA 2K20
2022-10-22,pubgmobile,English,Avanzado,63705,647,56201295,14339767,81236,PUBG Mobile
2022-10-22,idreau_,French,Aficionado,29010,423,11581950,258139,23519,iRacing
2022-10-22,Mapke,Russian,Experto,30240,1777,60948570,3546798,208156,Just Chatting
2022-10-22,MissaSinfonia,Spanish,Experto,2205,16931,37438845,697371,708858,Just Chatting
2022-10-22,esbfifa3,Russian,Aficionado,151230,148,23787840,6161097,3828,FIFA 20
2022-10-22,Gladoop,Spanish,Avanzado,88590,250,22254300,2389749,64622,Fortnite
2022-10-22,Aphostle,English,Experto,164805,163,30344190,3137273,171210,ARK: Survival Evolved
2022-10-22,Polecat324,English,Experto,18105,1641,30002835,407537,234164,Grand Theft Auto V
2022-10-22,ShikokuJin,Italian,Avanzado,83085,141,12059130,485980,136482,Fortnite
2022-10-23,Lege,French,Novato,112860,508,58380135,1896638,50107,Sid Meier
2022-10-23,RedBeard,English,Novato,157545,332,53282370,565699,26302,Hearthstone
2022-10-23,Gaara,English,Avanzado,106860,241,28372530,380777,85600,Legends of Runeterra
2022-10-23,nwslofficial2,English,Aficionado,4185,6846,29141970,7096770,23918,Fitness & Health
2022-10-23,YoDaTV,English,Aficionado,73545,162,13372200,521287,21771,World of Warcraft
2022-10-23,yueko,English,Novato,37020,279,10918500,668720,30298,Art
2022-10-23,DoctorBenjy,English,Novato,37050,743,30745260,399670,39664,Football Manager 2020
2022-10-23,ChicoFilo,English,Avanzado,67500,634,55071600,742605,133135,NBA 2K20
2022-10-23,Deisik,English,Aficionado,118305,239,30851595,595827,16890,Teamfight Tactics
2022-10-23,기뮨디 (myyondi),Korean,Novato,86715,167,14941770,699599,26635,Just Chatting
2022-10-24,Cheesur,English,Avanzado,49605,991,60177840,621638,90070,NBA 2K20
2022-10-24,SC2ShoWTimE,English,Aficionado,17565,530,9363420,238089,16464,StarCraft II
2022-10-24,으음㈜ (nrmtzv),Korean,Aficionado,231465,250,58394235,962269,17499,Just Chatting
2022-10-24,Robnic,German,Avanzado,27960,777,23180220,758316,127224,Fortnite
2022-10-24,warchiwar,Spanish,Avanzado,75630,612,50958570,1168705,121230,SMITE
2022-10-24,yosoydamasotv,Spanish,Aficionado,93990,100,12231165,1807499,13279,Garena Free Fire
2022-10-24,DooleyNotedGaming,English,Avanzado,44745,788,38800215,649423,139797,Fall Guys: Ultimate Knockout
2022-10-24,동네형이한다 (madkof_kof),Korean,Aficionado,152475,269,40336650,854212,12263,The King of Fighters 2000
2022-10-25,Morf_,English,Avanzado,111915,742,82640835,1987521,83832,Dead by Daylight
2022-10-25,gouvy10,Portuguese,Aficionado,30090,303,10195215,264940,20245,FIFA 20
2022-10-25,앰비션_ (lol_ambition),Korean,Experto,105900,4824,533780130,15896844,382459,League of Legends
2022-10-25,Syndicate,English,Experto,71970,3951,310150050,13189498,3009750,Call Of Duty: Modern Warfare
2022-10-25,tcleantv,English,Aficionado,81015,100,9359760,130301,20922,Call Of Duty: Modern Warfare
2022-10-25,더빛남 (the_beat_nam),Korean,Novato,96420,118,12378255,312511,35603,Just Chatting
2022-10-25,Sheriff_LIVE,Russian,Aficionado,117075,129,20120865,369516,10724,Escape From Tarkov
2022-10-25,HerrDekay,German,Novato,69405,401,29735310,578756,44141,Science & Technology
2022-10-25,CeeCee_Lia,English,Novato,65625,265,18176850,554916,39326,Hearthstone
2022-10-26,loud_crusher,Portuguese,Experto,4065,2171,9377340,222960,177454,Garena Free Fire
2022-10-26,rocco,Portuguese,Aficionado,126405,85,11484270,464266,5162,Ragnarok Online
2022-10-26,Sloot,English,Experto,207735,1143,237160590,5537958,212923,World of Warcraft
2022-10-26,HoolyganNZRV,Russian,Novato,34020,823,29042715,1288620,26486,Tom Clancy
2022-10-26,Hctuan,French,Avanzado,70125,486,39637005,799126,101956,Animal Crossing: New Horizons
2022-10-26,yoslayer0,Spanish,Novato,20430,445,9567840,122194,36406,Fortnite
2022-10-27,conragen,Spanish,Avanzado,69255,448,32328000,516596,61498,FIFA 20
2022-10-27,nanerboots,English,Avanzado,43470,224,10232040,682189,67110,Just Chatting
2022-10-27,B_U_L_O_C_H_K_A,Russian,Experto,102975,529,55252500,4353815,164905,Just Chatting
2022-10-27,MikeMateiLive,English,Novato,55695,407,24267420,491565,48550,Retro
2022-10-27,oCastrin,Portuguese,Experto,81630,936,91458015,3729023,270542,Fortnite
2022-10-27,k4t4n4,Russian,Novato,61245,254,17686245,459117,32750,Just Chatting
2022-10-27,purpgamingg,English,Aficionado,52185,153,9406200,2312289,10571,Fortnite
2022-10-28,cidcidoso,Portuguese,Experto,49305,2237,115691250,4993567,191387,Just Chatting
2022-10-28,Pieface23,English,Experto,94770,2310,219131355,2206378,251467,FIFA 20
2022-10-28,CauthonTV,Russian,Novato,111555,111,12748065,438454,35762,World of Warcraft
2022-10-28,식칼_ (xyzzyshift),Korean,Aficionado,126030,149,19328040,489826,10574,Granblue Fantasy: Versus
2022-10-28,THINND,English,Novato,51840,532,28160010,190801,49174,Call Of Duty: Modern Warfare
2022-10-29,헤징 (hejin0_0),Korean,Avanzado,118800,1088,128802120,6146870,130634,League of Legends
2022-10-29,TDS_Chris,English,Novato,21615,466,10140525,236115,51439,Monster Hunter: World
2022-10-29,Rumiin,Spanish,Novato,126750,277,37379325,3465790,48557,Pokémon Sword/Shield
2022-10-29,juzcook,English,Novato,52080,405,21375645,670642,42349,Super Mario Maker 2
2022-10-29,그냥김하늘 (inihance),Korean,Aficionado,82770,107,9312090,297207,9481,Just Chatting
2022-10-29,ZeplaHQ,English,Novato,53370,414,22596255,547661,48787,FINAL FANTASY XIV Online
2022-10-29,kaquka,Spanish,Avanzado,41745,754,37547940,2154390,92472,VALORANT
2022-10-29,홍차 (redtea),Korean,Avanzado,77040,394,27851490,1682869,68990,Hearthstone
2022-10-29,HeroesHearth,English,Aficionado,43980,232,9268530,221044,15674,Heroes of the Storm
2022-10-29,gamelifeow,Russian,Experto,97200,1712,230629965,8641800,239990,Overwatch
2022-10-29,Dimitri,English,Novato,48945,175,9144690,117967,31959,Red Dead Redemption 2
2022-10-29,Kaytlien,German,Experto,102630,293,29884905,982276,188408,
2022-10-30,Starladder11,Russian,Avanzado,2880,2968,9671925,632742,77011,Counter-Strike: Global Offensive
2022-10-30,Faker,Korean,Experto,18195,30541,547683195,30123805,2858381,League of Legends
2022-10-30,mipo_mapo_meepo,Russian,Novato,48000,223,10853145,207735,29296,Dota 2
2022-10-30,Aphostle,English,Experto,164805,163,30344190,3137273,171210,ARK: Survival Evolved
2022-10-30,theheelg_,English,Aficionado,144675,122,18834165,137345,7144,Sports
2022-10-30,Alderiate,French,Experto,68955,3116,213507300,5141590,333918,Path of Exile
2022-10-30,dropoutlive,English,Avanzado,9825,1095,11164785,200030,63667,Dungeons & Dragons
2022-10-30,클레이1 (asa0921),Korean,Novato,74595,339,24584610,783245,28081,League of Legends
